iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.7962244725694845,2.479619587168974,0.13051470588235295,103.08238172531128,False,,,1,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-16-00,1676301360,103.08238172531128,84862,ML-RefVm-847530,10.0.0.13,103.08238172531128,0,1,0.00432276725769043
0,3.0257509128720153,2.8298989744747387,0.13511029411764705,105.78866028785706,False,0,0,1,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-26-39,1676301999,208.87104201316833,84949,ML-RefVm-847530,10.0.0.13,105.78866028785706,0,1,0.0064487457275390625
1,2.3555981645397113,1.7324821878882015,0.4696691176470588,108.88891839981079,False,0,0,2,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-28-28,1676302108,317.7599604129791,84949,ML-RefVm-847530,10.0.0.13,214.67757868766785,0,2,0.0064487457275390625
2,1.0345770751728731,0.7012013898176306,0.8083639705882353,112.11501264572144,False,0,0,3,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-30-20,1676302220,429.87497305870056,84949,ML-RefVm-847530,10.0.0.13,326.7925913333893,0,3,0.0064487457275390625
0,2.8496844628277946,2.687123088275685,0.09420955882352941,86.30696320533752,False,0,0,1,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-34-09,1676302449,516.1819362640381,106044,ML-RefVm-847530,10.0.0.13,86.30696320533752,0,1,0.012770891189575195
1,2.388218407537423,2.061454681789174,0.3336397058823529,64.28474187850952,False,0,0,2,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-35-13,1676302513,580.4666781425476,106044,ML-RefVm-847530,10.0.0.13,150.59170508384705,0,2,0.012770891189575195
2,1.2107026728929258,0.9223709176568424,0.7302389705882353,77.20753002166748,False,0,0,3,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-36-30,1676302590,657.6742081642151,106044,ML-RefVm-847530,10.0.0.13,227.79923510551453,0,3,0.012770891189575195
3,0.4463079346745622,0.44391914325601917,0.8791360294117647,94.69902968406677,False,0,0,4,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-38-05,1676302685,752.3732378482819,106044,ML-RefVm-847530,10.0.0.13,322.4982647895813,0,4,0.012770891189575195
4,0.1979273437869315,0.3518601480652304,0.9241727941176471,88.4525694847107,False,0,0,5,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-39-34,1676302774,840.8258073329926,106044,ML-RefVm-847530,10.0.0.13,410.950834274292,0,5,0.012770891189575195
5,0.13265958355337965,1.4717564652947819,0.7389705882352942,78.10994005203247,False,0,0,6,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-40-52,1676302852,918.935747385025,106044,ML-RefVm-847530,10.0.0.13,489.06077432632446,0,6,0.012770891189575195
6,0.18591445436080298,0.3235059774973813,0.9246323529411765,85.55823564529419,False,0,0,7,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-42-17,1676302937,1004.4939830303192,106044,ML-RefVm-847530,10.0.0.13,574.6190099716187,0,7,0.012770891189575195
7,0.06020458634285366,0.20211587188874974,0.9499080882352942,82.15607619285583,False,0,0,8,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-43-39,1676303019,1086.650059223175,106044,ML-RefVm-847530,10.0.0.13,656.7750861644745,0,8,0.012770891189575195
8,0.04022772554490788,0.20878316944136338,0.9503676470588235,61.26861572265625,False,0,0,9,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-44-41,1676303081,1147.9186749458313,106044,ML-RefVm-847530,10.0.0.13,718.0437018871307,0,9,0.012770891189575195
0,2.845445254269768,2.643640307819142,0.13419117647058823,55.50767636299133,False,0,0,1,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-46-46,1676303206,1203.4263513088226,106044,ML-RefVm-847530,10.0.0.13,55.50767636299133,0,1,0.012770891189575195
1,1.9781033455156813,1.566202205770156,0.5068933823529411,52.96602272987366,False,0,0,2,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-47-39,1676303259,1256.3923740386963,106044,ML-RefVm-847530,10.0.0.13,108.47369909286499,0,2,0.012770891189575195
2,1.1822734849125731,1.0886607871336096,0.6999080882352942,54.417253732681274,False,0,0,3,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-48-34,1676303314,1310.8096277713776,106044,ML-RefVm-847530,10.0.0.13,162.89095282554626,0,3,0.012770891189575195
3,0.4993567916692472,0.5847022550947526,0.8336397058823529,56.009366512298584,False,0,0,4,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-49-30,1676303370,1366.8189942836761,106044,ML-RefVm-847530,10.0.0.13,218.90031933784485,0,4,0.012770891189575195
4,0.24436985160790237,0.3566761761903763,0.9181985294117647,52.94922709465027,False,0,0,5,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-50-23,1676303423,1419.7682213783264,106044,ML-RefVm-847530,10.0.0.13,271.8495464324951,0,5,0.012770891189575195
5,0.1546301601418093,0.28303556670160857,0.9296875,53.52399230003357,False,0,0,6,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-51-16,1676303476,1473.29221367836,106044,ML-RefVm-847530,10.0.0.13,325.3735387325287,0,6,0.012770891189575195
6,0.08808551597244599,0.22949258983135223,0.9361213235294118,53.38886833190918,False,0,0,7,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-52-09,1676303529,1526.6810820102692,106044,ML-RefVm-847530,10.0.0.13,378.76240706443787,0,7,0.012770891189575195
7,0.06701252874279139,0.2632225988542332,0.9260110294117647,53.13251256942749,False,0,0,8,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-53-03,1676303583,1579.8135945796967,106044,ML-RefVm-847530,10.0.0.13,431.89491963386536,0,8,0.012770891189575195
8,0.0881345637288748,0.5078427265672123,0.8860294117647058,53.680726528167725,False,0,0,9,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-53-56,1676303636,1633.4943211078644,106044,ML-RefVm-847530,10.0.0.13,485.5756461620331,0,9,0.012770891189575195
9,0.08247674661962424,0.26753540249431834,0.9292279411764706,53.778053283691406,False,0,0,10,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-54-50,1676303690,1687.2723743915558,106044,ML-RefVm-847530,10.0.0.13,539.3536994457245,0,10,0.012770891189575195
10,0.04852461593919525,0.19291620350935879,0.9453125,53.5917387008667,False,0,0,11,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-55-44,1676303744,1740.8641130924225,106044,ML-RefVm-847530,10.0.0.13,592.9454381465912,0,11,0.012770891189575195
11,0.023821599544117264,0.1980004731346579,0.9508272058823529,55.71060633659363,False,0,0,12,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-56-39,1676303799,1796.574719429016,106044,ML-RefVm-847530,10.0.0.13,648.6560444831848,0,12,0.012770891189575195
12,0.018073134516895403,0.23396757727160172,0.9407169117647058,55.44110059738159,False,0,0,13,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-57-35,1676303855,1852.0158200263977,106044,ML-RefVm-847530,10.0.0.13,704.0971450805664,0,13,0.012770891189575195
13,0.015618501477600896,0.19788258435095057,0.9540441176470589,55.186081409454346,False,0,0,14,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-58-30,1676303910,1907.201901435852,106044,ML-RefVm-847530,10.0.0.13,759.2832264900208,0,14,0.012770891189575195
14,0.012954798805545651,0.19741715863347054,0.9489889705882353,54.7843656539917,False,0,0,15,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_15-59-25,1676303965,1961.9862670898438,106044,ML-RefVm-847530,10.0.0.13,814.0675921440125,0,15,0.012770891189575195
15,0.02039683870423366,0.18919708404470892,0.9558823529411765,54.561074018478394,False,0,0,16,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-00-19,1676304019,2016.5473411083221,106044,ML-RefVm-847530,10.0.0.13,868.6286661624908,0,16,0.012770891189575195
16,0.036103519802803505,0.20208600546945543,0.9554227941176471,53.93138408660889,False,0,0,17,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-01-13,1676304073,2070.478725194931,106044,ML-RefVm-847530,10.0.0.13,922.5600502490997,0,17,0.012770891189575195
17,0.016023370724938372,0.1867203528390211,0.9627757352941176,53.40340042114258,False,0,0,18,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-02-07,1676304127,2123.8821256160736,106044,ML-RefVm-847530,10.0.0.13,975.9634506702423,0,18,0.012770891189575195
18,0.011900089466579113,0.18927497526302056,0.9558823529411765,54.825411319732666,False,0,0,19,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-03-02,1676304182,2178.7075369358063,106044,ML-RefVm-847530,10.0.0.13,1030.788861989975,0,19,0.012770891189575195
19,0.004607337456214808,0.20774931416792028,0.9563419117647058,55.056100606918335,False,0,0,20,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-03-57,1676304237,2233.7636375427246,106044,ML-RefVm-847530,10.0.0.13,1085.8449625968933,0,20,0.012770891189575195
20,0.0023349293407198845,0.18811963257544181,0.9609375,56.685014724731445,False,0,0,21,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-04-53,1676304293,2290.448652267456,106044,ML-RefVm-847530,10.0.0.13,1142.5299773216248,0,21,0.012770891189575195
21,0.0019788453184232556,0.1889730766415596,0.9609375,54.40285396575928,False,0,0,22,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-05-48,1676304348,2344.8515062332153,106044,ML-RefVm-847530,10.0.0.13,1196.932831287384,0,22,0.012770891189575195
22,0.0019870816921705708,0.19748541592236826,0.9623161764705882,53.30921697616577,False,0,0,23,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-06-41,1676304401,2398.160723209381,106044,ML-RefVm-847530,10.0.0.13,1250.2420482635498,0,23,0.012770891189575195
23,0.00310414638393102,0.1872884339707739,0.9623161764705882,54.119736433029175,False,0,0,24,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-07-35,1676304455,2452.2804596424103,106044,ML-RefVm-847530,10.0.0.13,1304.361784696579,0,24,0.012770891189575195
24,0.0030328740774398194,0.2039864024914363,0.9613970588235294,52.51633810997009,False,0,0,25,c2df7b7e,998804bd6a9e4c2195db41f2a7fb7650,2023-02-13_16-08-28,1676304508,2504.7967977523804,106044,ML-RefVm-847530,10.0.0.13,1356.878122806549,0,25,0.012770891189575195
